last_interval,Exchange,Symbol,Best_Bid_Price,FB0,Best_Offer_Price,FA0,FB2,FA2,p_time,Next_Best_Bid,Next_Best_Offer,outcome,date
2020-01-03 12:32:30,Z,AAPL,299.47,3.0,299.49,2.0,-1.0,0.0,2020-01-03 12:32:30.064391,299.47,299.49,0,2020-01-03
2020-01-03 12:32:35,N,AAPL,299.47,5.0,299.49,2.0,0.0,1.0,2020-01-03 12:32:35.284467,299.52,299.55,1,2020-01-03
2020-01-03 12:32:40,Q,AAPL,299.52,2.0,299.55,2.0,0.0,1.0,2020-01-03 12:32:40.324838,299.52,299.55,0,2020-01-03
2020-01-03 12:32:45,Z,AAPL,299.52,12.0,299.55,1.0,-1.0,0.0,2020-01-03 12:32:45.109575,299.52,299.55,0,2020-01-03
2020-01-03 12:32:50,Z,AAPL,299.52,1.0,299.55,4.0,0.0,1.0,2020-01-03 12:32:50.005095,299.5,299.52,0,2020-01-03
2020-01-03 12:32:55,K,AAPL,299.5,2.0,299.52,1.0,1.0,0.0,2020-01-03 12:32:55.379256,299.5,299.52,0,2020-01-03
2020-01-03 12:33:00,N,AAPL,299.5,3.0,299.52,1.0,1.0,0.0,2020-01-03 12:33:00.055562,299.57,299.59,1,2020-01-03
2020-01-03 12:33:05,N,AAPL,299.57,2.0,299.59,3.0,0.0,1.0,2020-01-03 12:33:05.269849,299.58,299.61,0,2020-01-03
2020-01-03 12:33:10,Q,AAPL,299.58,2.0,299.61,1.0,0.0,0.0,2020-01-03 12:33:10.330056,299.58,299.59,0,2020-01-03
2020-01-03 12:33:15,N,AAPL,299.58,2.0,299.59,1.0,1.0,0.0,2020-01-03 12:33:15.177629,299.61,299.64,1,2020-01-03
2020-01-03 12:33:20,N,AAPL,299.61,1.0,299.64,2.0,0.0,-1.0,2020-01-03 12:33:20.237179,299.66,299.69,1,2020-01-03
2020-01-03 12:33:25,Q,AAPL,299.66,3.0,299.69,1.0,0.0,0.0,2020-01-03 12:33:25.097846,299.68,299.7,0,2020-01-03
2020-01-03 12:33:30,P,AAPL,299.68,5.0,299.7,7.0,-1.0,0.0,2020-01-03 12:33:30.004794,299.64,299.66,-1,2020-01-03
2020-01-03 12:33:35,Z,AAPL,299.64,3.0,299.66,2.0,-1.0,0.0,2020-01-03 12:33:35.036292,299.62,299.65,0,2020-01-03
2020-01-03 12:33:40,Z,AAPL,299.62,2.0,299.65,2.0,1.0,-1.0,2020-01-03 12:33:40.064183,299.62,299.65,0,2020-01-03
2020-01-03 12:33:45,Z,AAPL,299.62,2.0,299.65,1.0,0.0,-1.0,2020-01-03 12:33:45.663652,299.72,299.75,1,2020-01-03
2020-01-03 12:33:50,Q,AAPL,299.72,2.0,299.75,23.0,0.0,22.0,2020-01-03 12:33:50.344279,299.8,299.83,1,2020-01-03
2020-01-03 12:33:55,Z,AAPL,299.8,2.0,299.83,2.0,0.0,0.0,2020-01-03 12:33:55.026679,299.78,299.8,0,2020-01-03
2020-01-03 12:34:00,N,AAPL,299.78,1.0,299.8,1.0,-1.0,0.0,2020-01-03 12:34:00.044470,299.8,299.82,0,2020-01-03
2020-01-03 12:34:05,Z,AAPL,299.8,1.0,299.82,2.0,0.0,0.0,2020-01-03 12:34:05.233784,299.79,299.82,0,2020-01-03
2020-01-03 12:34:10,Z,AAPL,299.79,1.0,299.82,2.0,0.0,-1.0,2020-01-03 12:34:10.137994,299.75,299.78,-1,2020-01-03
2020-01-03 12:34:15,Z,AAPL,299.75,3.0,299.78,4.0,0.0,1.0,2020-01-03 12:34:15.946398,299.72,299.74,-1,2020-01-03
2020-01-03 12:34:20,Z,AAPL,299.72,2.0,299.74,2.0,0.0,1.0,2020-01-03 12:34:20.033352,299.73,299.76,0,2020-01-03
2020-01-03 12:34:25,J,AAPL,299.73,2.0,299.76,3.0,1.0,-1.0,2020-01-03 12:34:25.057654,299.7,299.72,-1,2020-01-03
2020-01-03 12:34:30,N,AAPL,299.7,4.0,299.72,2.0,-1.0,1.0,2020-01-03 12:34:30.719986,299.65,299.68,-1,2020-01-03
2020-01-03 12:34:35,Z,AAPL,299.65,2.0,299.68,2.0,0.0,0.0,2020-01-03 12:34:35.543466,299.65,299.68,0,2020-01-03
2020-01-03 12:34:40,Z,AAPL,299.65,3.0,299.68,5.0,0.0,1.0,2020-01-03 12:34:40.781153,299.65,299.69,0,2020-01-03
2020-01-03 12:34:45,N,AAPL,299.65,3.0,299.69,4.0,0.0,3.0,2020-01-03 12:34:45.018954,299.72,299.76,1,2020-01-03
2020-01-03 12:34:50,Z,AAPL,299.72,4.0,299.76,3.0,0.0,1.0,2020-01-03 12:34:50.019069,299.75,299.76,0,2020-01-03
2020-01-03 12:34:55,Z,AAPL,299.75,1.0,299.76,2.0,0.0,1.0,2020-01-03 12:34:55.238037,299.77,299.79,1,2020-01-03
2020-01-03 12:35:00,Z,AAPL,299.77,2.0,299.79,1.0,1.0,0.0,2020-01-03 12:35:00.146177,299.83,299.85,1,2020-01-03
2020-01-03 12:35:05,P,AAPL,299.83,8.0,299.85,14.0,3.0,0.0,2020-01-03 12:35:05.246128,299.88,299.89,1,2020-01-03
2020-01-03 12:35:10,Q,AAPL,299.88,6.0,299.89,1.0,0.0,-8.0,2020-01-03 12:35:10.064095,299.84,299.86,-1,2020-01-03
2020-01-03 12:35:15,P,AAPL,299.84,6.0,299.86,2.0,5.0,0.0,2020-01-03 12:35:15.015782,299.82,299.84,0,2020-01-03
2020-01-03 12:35:20,P,AAPL,299.82,6.0,299.84,2.0,1.0,0.0,2020-01-03 12:35:21.593809,299.78,299.82,0,2020-01-03
2020-01-03 12:35:25,N,AAPL,299.78,1.0,299.82,2.0,-2.0,-1.0,2020-01-03 12:35:25.218673,299.78,299.8,0,2020-01-03
2020-01-03 12:35:30,Z,AAPL,299.78,1.0,299.8,2.0,0.0,1.0,2020-01-03 12:35:30.741740,299.81,299.83,1,2020-01-03
2020-01-03 12:35:35,K,AAPL,299.81,4.0,299.83,1.0,2.0,0.0,2020-01-03 12:35:35.392830,299.81,299.83,0,2020-01-03
2020-01-03 12:35:40,Q,AAPL,299.81,1.0,299.83,3.0,0.0,1.0,2020-01-03 12:35:41.123507,299.81,299.83,0,2020-01-03
2020-01-03 12:35:45,Q,AAPL,299.81,2.0,299.83,2.0,1.0,0.0,2020-01-03 12:35:47.322167,299.86,299.87,1,2020-01-03
2020-01-03 12:35:50,Q,AAPL,299.86,1.0,299.87,1.0,0.0,0.0,2020-01-03 12:35:50.578980,299.85,299.87,0,2020-01-03
2020-01-03 12:35:55,Z,AAPL,299.85,1.0,299.87,2.0,0.0,0.0,2020-01-03 12:35:55.060454,299.9,299.92,1,2020-01-03
2020-01-03 12:36:00,N,AAPL,299.9,3.0,299.92,1.0,0.0,0.0,2020-01-03 12:36:00.106257,299.91,299.93,0,2020-01-03
2020-01-03 12:36:05,Z,AAPL,299.91,1.0,299.93,1.0,0.0,0.0,2020-01-03 12:36:05.517605,299.9,299.92,0,2020-01-03
2020-01-03 12:36:10,Q,AAPL,299.9,5.0,299.92,2.0,0.0,-1.0,2020-01-03 12:36:10.071442,299.89,299.9,0,2020-01-03
2020-01-03 12:36:15,Z,AAPL,299.89,1.0,299.9,1.0,-1.0,-1.0,2020-01-03 12:36:15.849472,299.91,299.92,1,2020-01-03
2020-01-03 12:36:20,P,AAPL,299.91,2.0,299.92,3.0,1.0,0.0,2020-01-03 12:36:20.666418,299.89,299.9,-1,2020-01-03
2020-01-03 12:36:25,P,AAPL,299.89,1.0,299.9,1.0,-1.0,0.0,2020-01-03 12:36:25.048739,299.86,299.89,0,2020-01-03
2020-01-03 12:36:30,P,AAPL,299.86,2.0,299.89,2.0,0.0,1.0,2020-01-03 12:36:30.204878,299.86,299.89,0,2020-01-03
2020-01-03 12:36:35,Z,AAPL,299.86,3.0,299.89,2.0,0.0,0.0,2020-01-03 12:36:35.025890,299.86,299.88,0,2020-01-03
2020-01-03 12:36:40,Z,AAPL,299.86,4.0,299.88,1.0,0.0,0.0,2020-01-03 12:36:40.071246,299.81,299.84,-1,2020-01-03
2020-01-03 12:36:45,Z,AAPL,299.81,2.0,299.84,1.0,0.0,-1.0,2020-01-03 12:36:45.451588,299.82,299.86,0,2020-01-03
2020-01-03 12:36:50,Z,AAPL,299.82,5.0,299.86,1.0,0.0,-1.0,2020-01-03 12:36:50.509223,299.83,299.85,0,2020-01-03
2020-01-03 12:36:55,Z,AAPL,299.83,1.0,299.85,3.0,0.0,1.0,2020-01-03 12:36:55.217069,299.88,299.9,1,2020-01-03
2020-01-03 12:37:00,P,AAPL,299.88,2.0,299.9,5.0,0.0,-1.0,2020-01-03 12:37:00.163434,299.89,299.92,0,2020-01-03
2020-01-03 12:37:05,Q,AAPL,299.89,3.0,299.92,2.0,0.0,-1.0,2020-01-03 12:37:05.657672,299.9,299.92,0,2020-01-03
2020-01-03 12:37:10,Q,AAPL,299.9,3.0,299.92,7.0,0.0,5.0,2020-01-03 12:37:12.182338,299.87,299.89,-1,2020-01-03
2020-01-03 12:37:15,N,AAPL,299.87,2.0,299.89,1.0,1.0,0.0,2020-01-03 12:37:15.200233,299.88,299.9,0,2020-01-03
2020-01-03 12:37:20,P,AAPL,299.88,1.0,299.9,48.0,-1.0,0.0,2020-01-03 12:37:20.157051,299.88,299.9,0,2020-01-03
2020-01-03 12:37:25,K,AAPL,299.88,6.0,299.9,29.0,0.0,-1.0,2020-01-03 12:37:25.251735,299.88,299.89,0,2020-01-03
2020-01-03 12:37:30,Q,AAPL,299.88,4.0,299.89,2.0,0.0,1.0,2020-01-03 12:37:30.209890,299.87,299.89,0,2020-01-03
2020-01-03 12:37:35,Z,AAPL,299.87,2.0,299.89,1.0,0.0,0.0,2020-01-03 12:37:35.067208,299.86,299.89,0,2020-01-03
2020-01-03 12:37:40,Q,AAPL,299.86,2.0,299.89,1.0,0.0,0.0,2020-01-03 12:37:40.022403,299.86,299.89,0,2020-01-03
2020-01-03 12:37:45,Z,AAPL,299.86,2.0,299.89,1.0,0.0,0.0,2020-01-03 12:37:45.575552,299.89,299.9,0,2020-01-03
2020-01-03 12:37:50,P,AAPL,299.89,8.0,299.9,13.0,1.0,0.0,2020-01-03 12:37:50.891714,299.9,299.92,0,2020-01-03
2020-01-03 12:37:55,Q,AAPL,299.9,2.0,299.92,1.0,0.0,0.0,2020-01-03 12:37:55.182697,299.89,299.92,0,2020-01-03
2020-01-03 12:38:00,N,AAPL,299.89,3.0,299.92,1.0,1.0,0.0,2020-01-03 12:38:00.047013,299.93,299.96,1,2020-01-03
2020-01-03 12:38:05,K,AAPL,299.93,5.0,299.96,4.0,1.0,3.0,2020-01-03 12:38:05.023476,299.9,299.91,-1,2020-01-03
2020-01-03 12:38:10,P,AAPL,299.9,4.0,299.91,1.0,2.0,-2.0,2020-01-03 12:38:10.124240,299.9,299.92,0,2020-01-03
2020-01-03 12:38:15,Q,AAPL,299.9,5.0,299.92,3.0,0.0,1.0,2020-01-03 12:38:15.055990,299.87,299.88,-1,2020-01-03
2020-01-03 12:38:20,Z,AAPL,299.87,3.0,299.88,2.0,0.0,1.0,2020-01-03 12:38:20.062349,299.85,299.86,-1,2020-01-03
2020-01-03 12:38:25,Z,AAPL,299.85,2.0,299.86,2.0,0.0,0.0,2020-01-03 12:38:28.420131,299.86,299.89,0,2020-01-03
2020-01-03 12:38:30,N,AAPL,299.86,1.0,299.89,2.0,0.0,0.0,2020-01-03 12:38:30.078038,299.86,299.89,0,2020-01-03
2020-01-03 12:38:35,Z,AAPL,299.86,5.0,299.89,2.0,0.0,1.0,2020-01-03 12:38:35.101694,299.86,299.88,0,2020-01-03
2020-01-03 12:38:40,N,AAPL,299.86,4.0,299.88,4.0,-1.0,3.0,2020-01-03 12:38:40.393539,299.86,299.89,0,2020-01-03
2020-01-03 12:38:45,Z,AAPL,299.86,9.0,299.89,2.0,4.0,0.0,2020-01-03 12:38:45.913428,299.88,299.9,0,2020-01-03
2020-01-03 12:38:50,Q,AAPL,299.88,2.0,299.9,5.0,-1.0,0.0,2020-01-03 12:38:50.541439,299.89,299.9,0,2020-01-03
2020-01-03 12:38:55,P,AAPL,299.89,9.0,299.9,5.0,1.0,0.0,2020-01-03 12:38:55.411367,299.9,299.92,0,2020-01-03
2020-01-03 12:39:00,K,AAPL,299.9,21.0,299.92,1.0,12.0,-16.0,2020-01-03 12:39:02.070906,299.9,299.92,0,2020-01-03
2020-01-03 12:39:05,Q,AAPL,299.9,21.0,299.92,7.0,0.0,4.0,2020-01-03 12:39:05.898621,299.9,299.92,0,2020-01-03
2020-01-03 12:39:10,K,AAPL,299.9,20.0,299.92,7.0,-1.0,0.0,2020-01-03 12:39:10.359029,299.9,299.91,0,2020-01-03
2020-01-03 12:39:15,N,AAPL,299.9,6.0,299.91,4.0,-13.0,-1.0,2020-01-03 12:39:17.103261,299.91,299.92,0,2020-01-03
2020-01-03 12:39:20,Z,AAPL,299.91,2.0,299.92,4.0,-4.0,-1.0,2020-01-03 12:39:21.284684,299.91,299.92,0,2020-01-03
2020-01-03 12:39:25,Q,AAPL,299.91,5.0,299.92,5.0,0.0,1.0,2020-01-03 12:39:25.884731,299.91,299.92,0,2020-01-03
2020-01-03 12:39:30,P,AAPL,299.91,5.0,299.92,4.0,1.0,0.0,2020-01-03 12:39:30.218806,299.93,299.94,1,2020-01-03
2020-01-03 12:39:35,P,AAPL,299.93,1.0,299.94,1.0,0.0,-1.0,2020-01-03 12:39:35.204348,299.94,299.95,0,2020-01-03
2020-01-03 12:39:40,Q,AAPL,299.94,2.0,299.95,1.0,0.0,-1.0,2020-01-03 12:39:40.042727,299.95,299.97,0,2020-01-03
2020-01-03 12:39:45,N,AAPL,299.95,1.0,299.97,2.0,0.0,1.0,2020-01-03 12:39:45.135163,299.95,299.96,0,2020-01-03
2020-01-03 12:39:50,P,AAPL,299.95,6.0,299.96,7.0,0.0,1.0,2020-01-03 12:39:50.845192,299.94,299.96,0,2020-01-03
2020-01-03 12:39:55,P,AAPL,299.94,4.0,299.96,13.0,-2.0,2.0,2020-01-03 12:39:56.929726,299.93,299.95,0,2020-01-03
2020-01-03 12:40:00,Z,AAPL,299.93,2.0,299.95,4.0,-6.0,0.0,2020-01-03 12:40:00.080203,299.94,299.95,0,2020-01-03
2020-01-03 12:40:05,P,AAPL,299.94,1.0,299.95,1.0,0.0,-15.0,2020-01-03 12:40:05.272241,299.94,299.96,0,2020-01-03
2020-01-03 12:40:10,Q,AAPL,299.94,8.0,299.96,10.0,-1.0,0.0,2020-01-03 12:40:10.107651,299.92,299.95,0,2020-01-03
2020-01-03 12:40:15,Q,AAPL,299.92,1.0,299.95,4.0,0.0,3.0,2020-01-03 12:40:15.923501,299.9,299.93,0,2020-01-03
2020-01-03 12:40:20,P,AAPL,299.9,4.0,299.93,5.0,0.0,1.0,2020-01-03 12:40:20.628779,299.92,299.94,0,2020-01-03
2020-01-03 12:40:25,Q,AAPL,299.92,7.0,299.94,28.0,4.0,0.0,2020-01-03 12:40:25.160914,299.91,299.94,0,2020-01-03
2020-01-03 12:40:30,Q,AAPL,299.91,3.0,299.94,2.0,1.0,0.0,2020-01-03 12:40:30.100588,299.92,299.95,0,2020-01-03
2020-01-03 12:40:35,P,AAPL,299.92,3.0,299.95,34.0,0.0,1.0,2020-01-03 12:40:35.014914,299.94,299.95,0,2020-01-03
2020-01-03 12:40:40,Z,AAPL,299.94,2.0,299.95,29.0,-6.0,0.0,2020-01-03 12:40:40.562498,299.93,299.95,0,2020-01-03
2020-01-03 12:40:45,P,AAPL,299.93,9.0,299.95,22.0,0.0,-1.0,2020-01-03 12:40:45.935841,299.93,299.95,0,2020-01-03
2020-01-03 12:40:50,Q,AAPL,299.93,8.0,299.95,21.0,-1.0,0.0,2020-01-03 12:40:50.592918,299.95,299.96,0,2020-01-03
2020-01-03 12:40:55,Q,AAPL,299.95,2.0,299.96,1.0,1.0,0.0,2020-01-03 12:40:55.508616,299.95,299.97,0,2020-01-03
2020-01-03 12:41:00,P,AAPL,299.95,2.0,299.97,6.0,0.0,1.0,2020-01-03 12:41:00.588927,299.96,299.97,0,2020-01-03
2020-01-03 12:41:05,N,AAPL,299.96,5.0,299.97,3.0,3.0,0.0,2020-01-03 12:41:05.893760,299.98,299.99,1,2020-01-03
2020-01-03 12:41:10,P,AAPL,299.98,6.0,299.99,6.0,5.0,0.0,2020-01-03 12:41:10.165648,300.01,300.02,1,2020-01-03
2020-01-03 12:41:15,Z,AAPL,300.01,3.0,300.02,1.0,0.0,-4.0,2020-01-03 12:41:15.270355,300.04,300.06,1,2020-01-03
2020-01-03 12:41:20,Q,AAPL,300.04,1.0,300.06,4.0,-5.0,0.0,2020-01-03 12:41:20.347010,299.99,300.01,-1,2020-01-03
2020-01-03 12:41:25,K,AAPL,299.99,2.0,300.01,2.0,0.0,0.0,2020-01-03 12:41:25.161171,299.97,299.98,-1,2020-01-03
2020-01-03 12:41:30,Z,AAPL,299.97,1.0,299.98,1.0,0.0,-1.0,2020-01-03 12:41:30.049706,299.96,299.99,0,2020-01-03
2020-01-03 12:41:35,Z,AAPL,299.96,2.0,299.99,4.0,0.0,2.0,2020-01-03 12:41:35.244444,299.92,299.94,-1,2020-01-03
2020-01-03 12:41:40,N,AAPL,299.92,2.0,299.94,2.0,1.0,0.0,2020-01-03 12:41:40.186521,299.93,299.96,0,2020-01-03
2020-01-03 12:41:45,Y,AAPL,299.93,3.0,299.96,2.0,0.0,0.0,2020-01-03 12:41:45.696319,299.94,299.96,0,2020-01-03
2020-01-03 12:41:50,Y,AAPL,299.94,2.0,299.96,2.0,1.0,0.0,2020-01-03 12:41:50.464402,299.94,299.96,0,2020-01-03
2020-01-03 12:41:55,Q,AAPL,299.94,2.0,299.96,1.0,-1.0,0.0,2020-01-03 12:41:56.625858,299.95,299.98,0,2020-01-03
2020-01-03 12:42:00,Z,AAPL,299.95,1.0,299.98,2.0,-2.0,0.0,2020-01-03 12:42:00.164392,300.0,300.03,1,2020-01-03
2020-01-03 12:42:05,Q,AAPL,300.0,1.0,300.03,5.0,-1.0,0.0,2020-01-03 12:42:05.170229,299.97,300.0,0,2020-01-03
2020-01-03 12:42:10,N,AAPL,299.97,4.0,300.0,20.0,1.0,0.0,2020-01-03 12:42:10.183039,299.96,299.99,0,2020-01-03
2020-01-03 12:42:15,N,AAPL,299.96,4.0,299.99,2.0,1.0,0.0,2020-01-03 12:42:15.402722,299.96,299.98,0,2020-01-03
2020-01-03 12:42:20,N,AAPL,299.96,3.0,299.98,6.0,1.0,0.0,2020-01-03 12:42:20.355917,299.94,299.96,0,2020-01-03
2020-01-03 12:42:25,N,AAPL,299.94,2.0,299.96,4.0,0.0,3.0,2020-01-03 12:42:25.151870,299.92,299.95,0,2020-01-03
2020-01-03 12:42:30,Z,AAPL,299.92,5.0,299.95,1.0,4.0,-3.0,2020-01-03 12:42:30.290148,299.93,299.94,0,2020-01-03
2020-01-03 12:42:35,Z,AAPL,299.93,5.0,299.94,1.0,0.0,-2.0,2020-01-03 12:42:36.065514,299.93,299.95,0,2020-01-03
2020-01-03 12:42:40,Z,AAPL,299.93,5.0,299.95,2.0,0.0,-1.0,2020-01-03 12:42:40.077337,299.93,299.94,0,2020-01-03
2020-01-03 12:42:45,N,AAPL,299.93,3.0,299.94,2.0,-3.0,0.0,2020-01-03 12:42:47.191892,299.92,299.95,0,2020-01-03
2020-01-03 12:42:50,Q,AAPL,299.92,1.0,299.95,3.0,0.0,1.0,2020-01-03 12:42:50.024564,299.92,299.94,0,2020-01-03
2020-01-03 12:42:55,Z,AAPL,299.92,1.0,299.94,2.0,0.0,0.0,2020-01-03 12:42:55.309915,299.94,299.95,0,2020-01-03
2020-01-03 12:43:00,P,AAPL,299.94,4.0,299.95,6.0,1.0,0.0,2020-01-03 12:43:03.023026,299.92,299.94,0,2020-01-03
2020-01-03 12:43:05,Q,AAPL,299.92,1.0,299.94,1.0,-1.0,0.0,2020-01-03 12:43:05.097667,299.91,299.93,0,2020-01-03
2020-01-03 12:43:10,Z,AAPL,299.91,4.0,299.93,1.0,1.0,-2.0,2020-01-03 12:43:10.408047,299.93,299.95,0,2020-01-03
2020-01-03 12:43:15,N,AAPL,299.93,4.0,299.95,5.0,-1.0,0.0,2020-01-03 12:43:15.638838,299.93,299.95,0,2020-01-03
2020-01-03 12:43:20,Z,AAPL,299.93,4.0,299.95,5.0,1.0,0.0,2020-01-03 12:43:20.046680,299.86,299.89,-1,2020-01-03
2020-01-03 12:43:25,Z,AAPL,299.86,3.0,299.89,1.0,0.0,-1.0,2020-01-03 12:43:25.607251,299.88,299.9,0,2020-01-03
2020-01-03 12:43:30,N,AAPL,299.88,3.0,299.9,2.0,1.0,0.0,2020-01-03 12:43:30.116187,299.85,299.87,-1,2020-01-03
2020-01-03 12:43:35,Z,AAPL,299.85,1.0,299.87,1.0,0.0,-2.0,2020-01-03 12:43:36.257129,299.8,299.83,-1,2020-01-03
2020-01-03 12:43:40,Z,AAPL,299.8,10.0,299.83,2.0,0.0,0.0,2020-01-03 12:43:40.069607,299.78,299.8,0,2020-01-03
2020-01-03 12:43:45,Q,AAPL,299.78,1.0,299.8,2.0,-2.0,1.0,2020-01-03 12:43:45.912231,299.75,299.76,-1,2020-01-03
2020-01-03 12:43:50,Z,AAPL,299.75,11.0,299.76,2.0,0.0,0.0,2020-01-03 12:43:50.244449,299.71,299.75,0,2020-01-03
2020-01-03 12:43:55,Z,AAPL,299.71,6.0,299.75,4.0,5.0,0.0,2020-01-03 12:43:55.004986,299.73,299.75,0,2020-01-03
2020-01-03 12:44:00,N,AAPL,299.73,2.0,299.75,2.0,1.0,0.0,2020-01-03 12:44:00.090232,299.75,299.77,0,2020-01-03
2020-01-03 12:44:05,P,AAPL,299.75,1.0,299.77,1.0,0.0,-1.0,2020-01-03 12:44:05.147803,299.8,299.82,1,2020-01-03
2020-01-03 12:44:10,N,AAPL,299.8,4.0,299.82,1.0,-1.0,0.0,2020-01-03 12:44:10.441524,299.83,299.84,1,2020-01-03
2020-01-03 12:44:15,Q,AAPL,299.83,2.0,299.84,1.0,1.0,0.0,2020-01-03 12:44:15.078053,299.88,299.91,1,2020-01-03
2020-01-03 12:44:20,Q,AAPL,299.88,3.0,299.91,1.0,0.0,0.0,2020-01-03 12:44:20.016260,299.91,299.92,0,2020-01-03
2020-01-03 12:44:25,Z,AAPL,299.91,2.0,299.92,2.0,-1.0,0.0,2020-01-03 12:44:25.713661,299.9,299.92,0,2020-01-03
2020-01-03 12:44:30,Q,AAPL,299.9,4.0,299.92,1.0,0.0,-1.0,2020-01-03 12:44:30.013108,299.91,299.93,0,2020-01-03
2020-01-03 12:44:35,N,AAPL,299.91,2.0,299.93,2.0,1.0,0.0,2020-01-03 12:44:35.289649,299.91,299.94,0,2020-01-03
2020-01-03 12:44:40,Z,AAPL,299.91,3.0,299.94,5.0,1.0,0.0,2020-01-03 12:44:40.133457,299.91,299.93,0,2020-01-03
2020-01-03 12:44:45,N,AAPL,299.91,2.0,299.93,2.0,-1.0,0.0,2020-01-03 12:44:46.600489,299.92,299.93,0,2020-01-03
2020-01-03 12:44:50,P,AAPL,299.92,1.0,299.93,1.0,-2.0,-2.0,2020-01-03 12:44:52.029068,299.93,299.95,0,2020-01-03
2020-01-03 12:44:55,Z,AAPL,299.93,3.0,299.95,1.0,0.0,-1.0,2020-01-03 12:44:56.165830,299.97,299.99,1,2020-01-03
2020-01-03 12:45:00,P,AAPL,299.97,3.0,299.99,3.0,1.0,2.0,2020-01-03 12:45:00.029061,300.01,300.03,1,2020-01-03
2020-01-03 12:45:05,P,AAPL,300.01,2.0,300.03,3.0,0.0,0.0,2020-01-03 12:45:05.099557,300.02,300.04,0,2020-01-03
2020-01-03 12:45:10,K,AAPL,300.02,8.0,300.04,4.0,0.0,0.0,2020-01-03 12:45:10.321572,300.02,300.04,0,2020-01-03
2020-01-03 12:45:15,Z,AAPL,300.02,2.0,300.04,3.0,1.0,0.0,2020-01-03 12:45:15.041962,300.01,300.02,0,2020-01-03
2020-01-03 12:45:20,Z,AAPL,300.01,3.0,300.02,1.0,1.0,0.0,2020-01-03 12:45:20.458332,300.01,300.02,0,2020-01-03
2020-01-03 12:45:25,P,AAPL,300.01,5.0,300.02,2.0,0.0,-1.0,2020-01-03 12:45:25.441126,300.02,300.05,0,2020-01-03
2020-01-03 12:45:30,Z,AAPL,300.02,2.0,300.05,4.0,0.0,3.0,2020-01-03 12:45:30.021497,299.99,300.01,-1,2020-01-03
2020-01-03 12:45:35,Q,AAPL,299.99,3.0,300.01,3.0,2.0,0.0,2020-01-03 12:45:35.314325,300.02,300.04,1,2020-01-03
2020-01-03 12:45:40,Q,AAPL,300.02,3.0,300.04,1.0,2.0,-1.0,2020-01-03 12:45:40.602052,300.02,300.04,0,2020-01-03
2020-01-03 12:45:45,Z,AAPL,300.02,4.0,300.04,2.0,0.0,0.0,2020-01-03 12:45:45.735513,300.02,300.03,0,2020-01-03
2020-01-03 12:45:50,Z,AAPL,300.02,2.0,300.03,5.0,-3.0,0.0,2020-01-03 12:45:50.284982,300.02,300.04,0,2020-01-03
2020-01-03 12:45:55,Q,AAPL,300.02,1.0,300.04,1.0,-1.0,0.0,2020-01-03 12:45:55.319164,300.0,300.03,0,2020-01-03
2020-01-03 12:46:00,P,AAPL,300.0,2.0,300.03,5.0,0.0,0.0,2020-01-03 12:46:00.003244,300.0,300.02,0,2020-01-03
2020-01-03 12:46:05,Q,AAPL,300.0,4.0,300.02,1.0,0.0,0.0,2020-01-03 12:46:05.387297,299.98,299.99,-1,2020-01-03
2020-01-03 12:46:10,N,AAPL,299.98,1.0,299.99,4.0,0.0,2.0,2020-01-03 12:46:10.172564,299.98,299.99,0,2020-01-03
2020-01-03 12:46:15,Q,AAPL,299.98,5.0,299.99,1.0,0.0,-1.0,2020-01-03 12:46:15.118102,300.03,300.05,1,2020-01-03
2020-01-03 12:46:20,Q,AAPL,300.03,3.0,300.05,1.0,1.0,-1.0,2020-01-03 12:46:20.010575,300.05,300.07,0,2020-01-03
2020-01-03 12:46:25,Q,AAPL,300.05,6.0,300.07,1.0,0.0,-1.0,2020-01-03 12:46:25.226057,300.06,300.08,0,2020-01-03
2020-01-03 12:46:30,Z,AAPL,300.06,5.0,300.08,1.0,0.0,-1.0,2020-01-03 12:46:30.083346,300.12,300.14,1,2020-01-03
2020-01-03 12:46:35,Z,AAPL,300.12,1.0,300.14,1.0,-1.0,0.0,2020-01-03 12:46:35.313868,300.12,300.14,0,2020-01-03
2020-01-03 12:46:40,Q,AAPL,300.12,2.0,300.14,1.0,1.0,0.0,2020-01-03 12:46:40.684144,300.13,300.15,0,2020-01-03
2020-01-03 12:46:45,K,AAPL,300.13,3.0,300.15,1.0,1.0,0.0,2020-01-03 12:46:45.418472,300.15,300.16,0,2020-01-03
2020-01-03 12:46:50,Q,AAPL,300.15,1.0,300.16,1.0,0.0,0.0,2020-01-03 12:46:50.042241,300.16,300.17,0,2020-01-03
2020-01-03 12:46:55,P,AAPL,300.16,2.0,300.17,2.0,0.0,-2.0,2020-01-03 12:46:55.364569,300.18,300.19,1,2020-01-03
2020-01-03 12:47:00,Q,AAPL,300.18,1.0,300.19,4.0,-5.0,0.0,2020-01-03 12:47:00.120811,300.19,300.21,0,2020-01-03
2020-01-03 12:47:05,Q,AAPL,300.19,5.0,300.21,3.0,0.0,0.0,2020-01-03 12:47:05.276522,300.21,300.24,0,2020-01-03
2020-01-03 12:47:10,Z,AAPL,300.21,1.0,300.24,3.0,0.0,0.0,2020-01-03 12:47:10.041222,300.2,300.23,0,2020-01-03
2020-01-03 12:47:15,Z,AAPL,300.2,5.0,300.23,2.0,0.0,0.0,2020-01-03 12:47:15.216418,300.23,300.24,0,2020-01-03
